114325988648006,1500340693610646
114325988648006,573553349394917
114325988648006,226781334126969
114325988648006,568590889850321
114325988648006,245175782223386
114325988648006,131132106964054
114325988648006,173986092799750
114325988648006,253055251379467
114325988648006,110639758966172
114325988648006,704624939548833
114325988648006,1444320322459405
114325988648006,394319110634273
114325988648006,669735763071693
114325988648006,261518774014039
114325988648006,108715625908928
114325988648006,534911713219660
114325988648006,724208937595795
114325988648006,30965947094
114325988648006,508236892519762
114325988648006,266099483438656
114325988648006,115487951844022
114325988648006,101473799954779
114325988648006,457934517637126
114325988648006,309133815849921
114325988648006,140366126034883
114325988648006,195914850440307
114325988648006,417471971662642
114325988648006,135097016593779
114325988648006,357490153360
114325988648006,1416083275315388
114325988648006,260819157288541
114325988648006,202896973076667
114325988648006,213280342132504
114325988648006,31429739961
114325988648006,169122809765429
114325988648006,103811949649601
114325988648006,253590865334
114325988648006,105496182898573
114325988648006,283048951715725
114325988648006,127128043964568
114325988648006,114772528561501
114325988648006,111205048906987
114325988648006,271546362860675
114325988648006,170742009650753
114325988648006,104164719620229
114325988648006,112836955449317
114325988648006,136659463030729
114325988648006,34767149008
114325988648006,61213649618
114325988648006,205071226189551
573553349394917,1429952797252917
573553349394917,1465512176995973
573553349394917,135183929847547
573553349394917,574745985895131
226781334126969,172266902787580
226781334126969,289608857884529
568590889850321,773717279441497
568590889850321,194053120879
568590889850321,194862800684977
568590889850321,114325988648006
568590889850321,524043270967929
568590889850321,292274267545880
568590889850321,454086580633
568590889850321,1448709038781783
568590889850321,385083571624588
568590889850321,1443865299173419
568590889850321,274172822601369
568590889850321,335948846586345
568590889850321,448244921873560
568590889850321,108375772514413
568590889850321,169375013113866
568590889850321,104648762953854
568590889850321,538390112856311
568590889850321,282462831863378
568590889850321,667545513271784
568590889850321,325633824155316
568590889850321,498874090172488
568590889850321,237513286345629
568590889850321,412131285550784
568590889850321,117219344954857
568590889850321,131636185982
568590889850321,156283527897703
568590889850321,276446622502586
568590889850321,546321322057818
568590889850321,179783438882274
568590889850321,155988631079054
568590889850321,108236155925352
245175782223386,991691410850829
245175782223386,1508243622764407
245175782223386,401717136652897
245175782223386,283313501703024
245175782223386,109724729169825
245175782223386,276531369115908
245175782223386,142552819094554
245175782223386,1380174358909877
245175782223386,127368687595330
245175782223386,1554672681447635
245175782223386,18716216245
245175782223386,104060119630594
245175782223386,151225704923749
131132106964054,472934716076970
131132106964054,185088321885965
131132106964054,337903669691654
131132106964054,1691258697801044
131132106964054,404483549575035
131132106964054,199105446792873
131132106964054,131477453606051
131132106964054,105201263971
131132106964054,23251971320
131132106964054,549683438397000
131132106964054,322481841249511
131132106964054,715619191816504
131132106964054,186975291390016
131132106964054,137489389599446
131132106964054,134360976763091
131132106964054,1418107861753464
131132106964054,399306763502968
131132106964054,143448695704777
131132106964054,110041772386680
131132106964054,132374108822
131132106964054,135393903285111
131132106964054,608784065801101
131132106964054,181412735400683
131132106964054,200059077190
131132106964054,530659393696506
131132106964054,119059711491243
131132106964054,165057050177728
131132106964054,122431387777348
131132106964054,319154378185055
131132106964054,175372895904458
131132106964054,636312433065865
131132106964054,14624470515
131132106964054,226890294132832
131132106964054,182192301986673
131132106964054,227985437361132
131132106964054,139691179420170
131132106964054,314733131972106
131132106964054,183348628345492
131132106964054,104045256308146
131132106964054,176052272580780
131132106964054,154872104568553
131132106964054,239978312692495
131132106964054,102557156512418
131132106964054,366670083365670
131132106964054,398251993580436
131132106964054,141561475927484
131132106964054,75416058600
131132106964054,496200990404348
131132106964054,159872204031684
131132106964054,239288781938
131132106964054,303930092978789
131132106964054,167541170020326
131132106964054,123216351049810
131132106964054,236074676483593
131132106964054,146283095564709
131132106964054,632704306795226
131132106964054,119685104266
131132106964054,172381532781660
131132106964054,464421223639063
131132106964054,88893308920
131132106964054,136448033067117
131132106964054,287768071602
131132106964054,235024306625323
131132106964054,196777620342613
131132106964054,106445139376240
131132106964054,129102463838394
131132106964054,289711234496063
131132106964054,9620065201
131132106964054,143652302399755
131132106964054,378188158897947
131132106964054,122122014548324
131132106964054,9421327710
131132106964054,107473789279196
131132106964054,347168985366359
131132106964054,288544631218466
131132106964054,366847370080776
131132106964054,235710979860927
131132106964054,472199809459271
131132106964054,108941139184676
131132106964054,88122449790
131132106964054,230442577012779
131132106964054,8214859437
131132106964054,61506671531
131132106964054,132460050126867
131132106964054,280605788616928
131132106964054,110623462309086
173986092799750,523087707825341
173986092799750,114325988648006
173986092799750,312674948760813
173986092799750,129905873750569
173986092799750,209928285754723
173986092799750,157797730980547
253055251379467,1666525220228111
253055251379467,127254260629611
253055251379467,1044831592229502
253055251379467,184173068345549
253055251379467,492212677578781
253055251379467,1721514881453298
253055251379467,487659237930852
253055251379467,1721793294744233
253055251379467,205879976105633
253055251379467,375023052596346
253055251379467,221643201335253
253055251379467,1429932297325994
253055251379467,1143719388975004
253055251379467,104044000242
253055251379467,658831984156951
253055251379467,578939865496489
253055251379467,198945190203535
253055251379467,1554091218178410
253055251379467,36463574876
253055251379467,849673571786417
253055251379467,1655981491327533
253055251379467,1669379196610278
253055251379467,741139492635538
253055251379467,403847503000161
253055251379467,107647832607256
253055251379467,491125644302139
253055251379467,191553219314
253055251379467,39995035895
253055251379467,107729062614816
253055251379467,1492296307725446
253055251379467,631111450319057
253055251379467,181612138546404
253055251379467,1600554186824507
253055251379467,43791669181
253055251379467,495618183781863
253055251379467,1657477561155978
253055251379467,1549483155302030
253055251379467,198081311536
253055251379467,135578283226835
253055251379467,39062279848
253055251379467,104770163604
253055251379467,191921000271
